Violation Charged Code,Violation Description,Violation Year,Violation Month,Violation Day of Week,Age at Violation,Gender,State of License,Police Agency,Court,Source
1225C2A,OPERATING MV MOBILE PHONE,2019,1,THURSDAY,61,F,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1225C2A,OPERATING MV MOBILE PHONE,2019,1,THURSDAY,53,M,NEW JERSEY,NYC POLICE DEPT,BROOKLYN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,60,M,CONNECTICUT,NYC POLICE DEPT,QUEENS SOUTH TVB,TVB
1163AT,IMPROPER TURN,2019,1,THURSDAY,54,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1225D,OPER MV WHILE USING PORTABLE ELEC DEV,2019,1,THURSDAY,41,M,CONNECTICUT,NYC POLICE DEPT,BROOKLYN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,38,F,NEW YORK,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,54,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1225D,OPER MV WHILE USING PORTABLE ELEC DEV,2019,1,THURSDAY,23,M,UNKNOWN,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,28,F,NEW YORK,NYC POLICE DEPT,RICHMOND TVB,TVB
1229C3A,NO LAP/SHOULDER HARNESS OR DJ VIO,2019,1,THURSDAY,35,M,NEW YORK,NYC POLICE DEPT,BRONX TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,THURSDAY,67,M,NEW JERSEY,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,THURSDAY,20,M,NEW YORK,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,1,THURSDAY,29,M,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,24,M,FLORIDA,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1225D,OPER MV WHILE USING PORTABLE ELEC DEV,2019,1,THURSDAY,22,M,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1229C1B,BACK SEAT PASS AGE 4-7 NO/IMPROPER RESTRAINT,2019,1,THURSDAY,23,F,NEW JERSEY,NYC POLICE DEPT,QUEENS SOUTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,18,M,NEW YORK,NYC POLICE DEPT,QUEENS SOUTH TVB,TVB
1229C3A,NO LAP/SHOULDER HARNESS OR DJ VIO,2019,1,THURSDAY,48,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1229C3A,NO LAP/SHOULDER HARNESS OR DJ VIO,2019,1,THURSDAY,33,M,NEW YORK,NYC POLICE DEPT,MANHATTAN SOUTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,65,F,NEW YORK,NYC POLICE DEPT,RICHMOND TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,34,M,NEW YORK,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,THURSDAY,18,M,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1163AT,IMPROPER TURN,2019,1,THURSDAY,51,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,THURSDAY,39,M,NEW YORK,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
5091G,UNLICENSED GT 60DAYS,2019,1,THURSDAY,23,M,UNKNOWN,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
1225D,OPER MV WHILE USING PORTABLE ELEC DEV,2019,1,THURSDAY,33,M,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
407B1,OBSTRCT TRAFF LN NYC,2019,1,THURSDAY,65,F,NEW YORK,NYC POLICE DEPT,RICHMOND TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,51,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,THURSDAY,40,F,CONNECTICUT,NYC POLICE DEPT,BRONX TVB,TVB
406A12,SPD-UNPSTD 11-30 NYC,2019,1,THURSDAY,33,M,NEW YORK,NYC POLICE DEPT,BRONX TVB,TVB
5091,UNLICENSED OPERATOR,2019,1,THURSDAY,56,M,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1225C2A,OPERATING MV MOBILE PHONE,2019,1,THURSDAY,42,M,NEW YORK,NYC POLICE DEPT,QUEENS SOUTH TVB,TVB
1225D,OPER MV WHILE USING PORTABLE ELEC DEV,2019,1,THURSDAY,46,F,NEW YORK,NYC POLICE DEPT,QUEENS SOUTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,22,M,UNKNOWN,NYC POLICE DEPT,QUEENS SOUTH TVB,TVB
407C31,BIKE/SKATE SDWLK NYC,2019,1,THURSDAY,62,M,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
306B,UNINSPECTED MOTOR VEHICLE,2019,1,THURSDAY,18,M,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1111D1N,NYC REDLIGHT,2019,1,THURSDAY,34,M,NEW YORK,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
1229C3A,NO LAP/SHOULDER HARNESS OR DJ VIO,2019,1,THURSDAY,40,F,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1225D,OPER MV WHILE USING PORTABLE ELEC DEV,2019,1,THURSDAY,55,M,NEW JERSEY,NYC POLICE DEPT,MANHATTAN SOUTH TVB,TVB
1180A,SPEED NOT REASONABLE AND PRUDENT,2019,1,THURSDAY,34,M,NEW YORK,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
5091G,UNLICENSED GT 60DAYS,2019,1,THURSDAY,22,M,UNKNOWN,NYC POLICE DEPT,QUEENS SOUTH TVB,TVB
1102,FAILED TO COMPLY W/LAWFUL ORDER,2019,1,THURSDAY,34,M,NEW YORK,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,35,M,NEW YORK,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,59,M,NEW YORK,NYC POLICE DEPT,RICHMOND TVB,TVB
1225D,OPER MV WHILE USING PORTABLE ELEC DEV,2019,1,THURSDAY,22,M,NEW YORK,NYC POLICE DEPT,BROOKLYN NORTH TVB,TVB
1225C2A,OPERATING MV MOBILE PHONE,2019,1,THURSDAY,73,F,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,THURSDAY,70,M,NEW JERSEY,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
1225D,OPER MV WHILE USING PORTABLE ELEC DEV,2019,1,THURSDAY,52,M,NEW JERSEY,NYC POLICE DEPT,MANHATTAN SOUTH TVB,TVB
406A12,SPD-UNPSTD 11-30 NYC,2019,1,THURSDAY,50,F,NEW YORK,NYC POLICE DEPT,BRONX TVB,TVB
1229C3,NO SEAT BELT ADULT,2019,1,THURSDAY,38,M,NEW YORK,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,THURSDAY,35,F,NEW YORK,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,1,THURSDAY,37,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,41,F,NEW YORK,NYC POLICE DEPT,QUEENS SOUTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,59,M,NEW YORK,NYC POLICE DEPT,RICHMOND TVB,TVB
1163AT,IMPROPER TURN,2019,1,THURSDAY,63,M,FLORIDA,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,1,THURSDAY,35,M,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1225D,OPER MV WHILE USING PORTABLE ELEC DEV,2019,1,THURSDAY,41,M,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1111D1N,NYC REDLIGHT,2019,1,THURSDAY,48,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1163AS,IMPROPER SIGNAL,2019,1,THURSDAY,45,M,NEW YORK,NYC POLICE DEPT,RICHMOND TVB,TVB
5091G,UNLICENSED GT 60DAYS,2019,1,THURSDAY,41,F,UNKNOWN,NYC POLICE DEPT,BRONX TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,THURSDAY,30,M,UNKNOWN,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,51,M,NEW YORK,NYC POLICE DEPT,BRONX TVB,TVB
1111D1N,NYC REDLIGHT,2019,1,THURSDAY,39,F,NEW YORK,NYC POLICE DEPT,RICHMOND TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,63,M,FLORIDA,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,35,F,ILLINOIS,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
1225D,OPER MV WHILE USING PORTABLE ELEC DEV,2019,1,THURSDAY,46,M,NEW YORK,NYC POLICE DEPT,BROOKLYN NORTH TVB,TVB
1163AT,IMPROPER TURN,2019,1,THURSDAY,44,M,NEW YORK,NYC POLICE DEPT,BRONX TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,THURSDAY,27,M,NEW YORK,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
407B1,OBSTRCT TRAFF LN NYC,2019,1,THURSDAY,45,M,NEW YORK,NYC POLICE DEPT,MANHATTAN SOUTH TVB,TVB
1225D,OPER MV WHILE USING PORTABLE ELEC DEV,2019,1,THURSDAY,25,M,NEW YORK,NYC POLICE DEPT,QUEENS SOUTH TVB,TVB
1225D,OPER MV WHILE USING PORTABLE ELEC DEV,2019,1,THURSDAY,31,M,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,THURSDAY,44,M,GEORGIA,NYC POLICE DEPT,BRONX TVB,TVB
1163D,IMPROPER SIGNAL,2019,1,THURSDAY,61,M,NEW YORK,NYC POLICE DEPT,RICHMOND TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,59,F,NEW YORK,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
1128A,MOVED FROM LANE UNSAFELY/WEAVING,2019,1,THURSDAY,35,M,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1163AT,IMPROPER TURN,2019,1,THURSDAY,41,F,NEW MEXICO,NYC POLICE DEPT,QUEENS SOUTH TVB,TVB
1225C2A,OPERATING MV MOBILE PHONE,2019,1,THURSDAY,27,F,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1225D,OPER MV WHILE USING PORTABLE ELEC DEV,2019,1,THURSDAY,35,F,NEW YORK,NYC POLICE DEPT,QUEENS SOUTH TVB,TVB
5091G,UNLICENSED GT 60DAYS,2019,1,THURSDAY,30,M,UNKNOWN,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
37512A3,REAR SIDE WINDOWS NON/TRANSPARENT,2019,1,THURSDAY,57,M,NEW YORK,NYC POLICE DEPT,MANHATTAN SOUTH TVB,TVB
4011A,UNREGISTERED MOTOR VEHICLE,2019,1,THURSDAY,34,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1180D13,SPEED IN ZONE 31+,2019,1,THURSDAY,28,M,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1229C3A,NO LAP/SHOULDER HARNESS OR DJ VIO,2019,1,THURSDAY,37,M,NEW YORK,NYC POLICE DEPT,BROOKLYN NORTH TVB,TVB
1225C2A,OPERATING MV MOBILE PHONE,2019,1,THURSDAY,60,M,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1229C3W,NO SB/HB DRIVER,2019,1,THURSDAY,36,F,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1127AB,DROVE WRONG DIRECTION BICYCLE,2019,1,THURSDAY,60,F,UNKNOWN,NYC POLICE DEPT,MANHATTAN SOUTH TVB,TVB
1160A,IMPROPER RIGHT TURN,2019,1,THURSDAY,55,M,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1225D,OPER MV WHILE USING PORTABLE ELEC DEV,2019,1,THURSDAY,58,M,MARYLAND,NYC POLICE DEPT,BROOKLYN NORTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,THURSDAY,21,F,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,52,M,NEW YORK,NYC POLICE DEPT,MANHATTAN SOUTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,THURSDAY,43,M,PENNSYLVANIA,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,73,M,SOUTH CAROLINA,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
1111D1C,NYC BIKE/SKATE RDLGT,2019,1,THURSDAY,44,M,NEW JERSEY,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,THURSDAY,51,M,PENNSYLVANIA,NYC POLICE DEPT,RICHMOND TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,45,M,NEW YORK,NYC POLICE DEPT,MANHATTAN SOUTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,THURSDAY,29,M,NEW YORK,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
4011AG,UNREG VEH > 60 DAYS,2019,1,THURSDAY,73,M,SOUTH CAROLINA,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,52,M,NEW YORK,NYC POLICE DEPT,BRONX TVB,TVB
1172A,FLD TO STOP AT STOP SIGN,2019,1,THURSDAY,46,M,WASHINGTON,NYC POLICE DEPT,QUEENS SOUTH TVB,TVB
1236B,NO BELL OR SIGNAL DEVICE ON BICYCLE,2019,1,THURSDAY,27,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN SOUTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,THURSDAY,21,F,MASSACHUSETTS,NYC POLICE DEPT,BRONX TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,54,F,NEW YORK,NYC POLICE DEPT,QUEENS SOUTH TVB,TVB
5092,OPERATING OUT OF CLASS,2019,1,THURSDAY,32,M,NEW YORK,NYC POLICE DEPT,MANHATTAN SOUTH TVB,TVB
412M,IMP USE BUS LANE NYC,2019,1,THURSDAY,32,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,1,THURSDAY,55,M,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1225D,OPER MV WHILE USING PORTABLE ELEC DEV,2019,1,THURSDAY,24,M,NEW YORK,NYC POLICE DEPT,QUEENS SOUTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,69,M,NEW YORK,NYC POLICE DEPT,MANHATTAN SOUTH TVB,TVB
1225D,OPER MV WHILE USING PORTABLE ELEC DEV,2019,1,THURSDAY,46,M,WASHINGTON,NYC POLICE DEPT,QUEENS SOUTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,THURSDAY,33,M,NEW YORK,NYC POLICE DEPT,RICHMOND TVB,TVB
37512A2,SIDEWINGS/SIDEWINDOWS/NON/TRANSPARENT,2019,1,THURSDAY,57,M,NEW YORK,NYC POLICE DEPT,MANHATTAN SOUTH TVB,TVB
1163AT,IMPROPER TURN,2019,1,THURSDAY,55,M,NEW YORK,NYC POLICE DEPT,MANHATTAN SOUTH TVB,TVB
1225C2A,OPERATING MV MOBILE PHONE,2019,1,THURSDAY,39,M,NEW YORK,NYC POLICE DEPT,BRONX TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,44,M,NEW YORK,NYC POLICE DEPT,MANHATTAN SOUTH TVB,TVB
1229C3A,NO LAP/SHOULDER HARNESS OR DJ VIO,2019,1,THURSDAY,42,F,NEW YORK,NYC POLICE DEPT,BRONX TVB,TVB
1236E,NO/IMPROPER REFLECTOR-BICYCLE,2019,1,THURSDAY,27,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN SOUTH TVB,TVB
37512A2,SIDEWINGS/SIDEWINDOWS/NON/TRANSPARENT,2019,1,THURSDAY,18,M,NEW YORK,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,1,THURSDAY,55,M,NEW YORK,NYC POLICE DEPT,MANHATTAN SOUTH TVB,TVB
1229C1B,BACK SEAT PASS AGE 4-7 NO/IMPROPER RESTRAINT,2019,1,THURSDAY,29,M,NEW YORK,NYC POLICE DEPT,QUEENS NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,FRIDAY,22,M,NEW YORK,NYC POLICE DEPT,BROOKLYN NORTH TVB,TVB
1225D,OPER MV WHILE USING PORTABLE ELEC DEV,2019,1,THURSDAY,41,F,NEW YORK,NYC POLICE DEPT,QUEENS SOUTH TVB,TVB
1225D,OPER MV WHILE USING PORTABLE ELEC DEV,2019,1,THURSDAY,43,M,NEW YORK,NYC POLICE DEPT,QUEENS SOUTH TVB,TVB
1225D,OPER MV WHILE USING PORTABLE ELEC DEV,2019,1,THURSDAY,30,F,NEW YORK,NYC POLICE DEPT,QUEENS SOUTH TVB,TVB
1225C2A,OPERATING MV MOBILE PHONE,2019,1,THURSDAY,45,M,NEW JERSEY,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
412M,IMP USE BUS LANE NYC,2019,1,THURSDAY,36,M,NEW YORK,NYC POLICE DEPT,MANHATTAN SOUTH TVB,TVB
1225D,OPER MV WHILE USING PORTABLE ELEC DEV,2019,1,THURSDAY,31,M,CALIFORNIA,NYC POLICE DEPT,BROOKLYN SOUTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,48,M,NEW YORK,NYC POLICE DEPT,MANHATTAN SOUTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,THURSDAY,33,M,NEW YORK,NYC POLICE DEPT,RICHMOND TVB,TVB
1127AB,DROVE WRONG DIRECTION BICYCLE,2019,1,THURSDAY,44,M,NEW YORK,NYC POLICE DEPT,MANHATTAN SOUTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,THURSDAY,72,M,NEW YORK,NYC POLICE DEPT,RICHMOND TVB,TVB
